Equipment_Name,MAC,IP,Device_Category,Device_Type,Notes,Status_Check,SNMP_Community,SNMP_Version,Network_Location_ID
3062 Aquawells UPS,00:00:00:00:00:0A,10.3.62.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,27
3062 Aquawells 062 aqua wells bhs ,0A:00:3E:B2:E7:BC,10.3.62.131,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,27
3062 Aquawells 10.62.200.2 BHM to 062 Aqua Wells,0A:00:3E:B0:E7:69,10.3.62.130,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,27
3062 Aquawells Netonix .11,00:00:00:00:00:0A,10.3.62.11,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,27
3062 Aquawells CMM,00:00:00:00:00:0A,10.3.62.10,Sync Timing,Cambium CMM,,ICMP and SNMP,!highspeed,2,27
3006 Highlandville C9 .99,0A:00:3E:91:54:CB,10.3.6.99,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,4
3006 Highlandville C9 .96,0A:00:3E:91:5A:5C,10.3.6.96,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,4
3006 Highlandville C9 .95,0A:00:3E:90:EE:76,10.3.6.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,4
3006 Highlandville C9 .94,0A:00:3E:90:66:2D,10.3.6.94,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,4
3006 Highlandville C9 .93,0A:00:3E:91:9D:D4,10.3.6.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,4
3006 Highlandville C9 .92,0A:00:3E:92:78:B8,10.3.6.92,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,4
3006 Highlandville C9 .91,0A:00:3E:92:6F:FC,10.3.6.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,4
3006 Highlandville NSM5 .56,24:A4:3C:6D:DE:46,10.3.6.56,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,4
3006 Highlandville RM5 .55,24:A4:3C:FD:D3:EF,10.3.6.55,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,4
3006 Highlandville RM5 .51,04:18:D6:85:50:4A,10.3.6.51,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,4
3006 Highlandville RM365 .34,24:A4:3C:F7:7C:E1,10.3.6.34,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,4
3006 Highlandville RTR,00:00:00:00:00:0A,10.3.6.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,4
3006 Highlandville C2 .25,0A:00:3E:20:7A:05,10.3.6.25,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,4
3006 Highlandville C2 .24,0A:00:3E:23:A2:AE,10.3.6.24,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,4
3006 Highlandville C2 .23,0A:00:3E:23:26:F4,10.3.6.23,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,4
3006 Highlandville C2 .22,0A:00:3E:23:AF:55,10.3.6.22,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,4
3006 Highlandville UPS,00:00:00:00:00:0A,10.3.6.218,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,4
3006 Highlandville RTR,00:00:00:00:00:0A,10.3.6.217,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,4
3006 Highlandville C2 .20,0A:00:3E:27:51:68,10.3.6.20,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,4
3004 Nixa C9 .94,0A:00:3E:91:C4:C6,10.3.4.94,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,2
3004 Nixa C9 .93,0A:00:3E:91:D8:DB,10.3.4.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,2
3004 Nixa C9 .90,0A:00:3E:90:69:A9,10.3.4.90,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,2
3004 Nixa C5 .59,0A:00:3E:55:13:9F,10.3.4.59,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,2
3004 Nixa PBEM5 .55,80:2A:A8:A9:55:DB,10.3.4.55,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,2
3004 Nixa PBEM5 .54,80:2A:A8:F3:81:56,10.3.4.54,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,2
3004 Nixa PBEM5 .53,80:2A:A8:73:0C:0E,10.3.4.53,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,2
3004 Nixa C5 .52,0A:00:3E:F1:D7:02,10.3.4.52,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,2
3004 Nixa RM5 .50,44:D9:E7:71:82:64,10.3.4.50,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,2
3004 Nixa RTR,00:00:00:00:00:0A,10.3.4.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,2
3004 Nixa NSM2 .24,68:72:51:6F:D6:B1,10.3.4.24,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,2
3004 Nixa UPS,00:00:00:00:00:0A,10.3.4.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,2
3004 Nixa Netonix .11,00:00:00:00:00:0A,10.3.4.11,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,2
3004 Nixa CMM,00:00:00:00:00:0A,10.3.4.10,Sync Timing,Cambium CMM,,ICMP and SNMP,!highspeed,2,2
3035 Macomb C9 .96,0A:00:3E:91:76:81,10.3.35.96,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,41
3035 Macomb C9 .95,0A:00:3E:95:41:62,10.3.35.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,41
3035 Macomb C9 .94,0A:00:3E:91:B3:95,10.3.35.94,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,41
3035 Macomb C9 .93,0A:00:3E:90:17:0B,10.3.35.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,41
3035 Macomb C9 .92,0A:00:3E:90:7E:EE,10.3.35.92,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,41
3035 Macomb C9 .91,0A:00:3E:90:8D:33,10.3.35.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,41
3035 Macomb PBEM5 .54,80:2A:A8:63:ED:C8,10.3.35.54,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,41
3035 Macomb C5 .50,0A:00:3E:F1:D5:54,10.3.35.50,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,41
3035 Macomb NSM365 .35,68:72:51:61:2D:1C,10.3.35.35,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,41
3035 Macomb RTR,00:00:00:00:00:0A,10.3.35.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,41
3035 Macomb PBEM2 .23,F0:9F:C2:47:94:FD,10.3.35.23,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,41
3035 Macomb C2 .20,0A:00:3E:26:C2:68,10.3.35.20,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,41
3035 Macomb UPS,00:00:00:00:00:0A,10.3.35.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,41
3035 Macomb AF5x .139,06:18:D6:E3:AF:40,10.3.35.139,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,41
3035 Macomb AF5x .138,06:18:D6:E3:AF:59,10.3.35.138,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,41
3035 Macomb Netonix .10,00:00:00:00:00:0A,10.3.35.10,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,41
3032 Frosty C9 .96,0A:00:3E:91:97:3D,10.3.32.96,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,26
3032 Frosty C9 .95,0A:00:3E:92:63:68,10.3.32.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,26
3032 Frosty C9 .94,0A:00:3E:90:69:35,10.3.32.94,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,26
3032 Frosty C9 .93,0A:00:3E:95:A9:2A,10.3.32.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,26
3032 Frosty C9 .92,0A:00:3E:91:28:63,10.3.32.92,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,26
3032 Frosty C9 .91,0A:00:3E:93:A7:B2,10.3.32.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,26
3032 Frosty NSM5 .54,04:18:D6:C5:99:51,10.3.32.54,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,26
3032 Frosty PBEM5 .53,F0:9F:C2:85:D3:00,10.3.32.53,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,26
3032 Frosty PBEM5 .52,80:2A:A8:39:7A:E4,10.3.32.52,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,26
3032 Frosty NSM365 .39,24:A4:3C:F7:2B:5B,10.3.32.39,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,26
3032 Frosty C2 .26,0A:00:3E:23:86:43,10.3.32.26,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,26
3032 Frosty RTR,00:00:00:00:00:0A,10.3.32.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,26
3032 Frosty C2 .25,0A:00:3E:23:9F:FD,10.3.32.25,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,26
3032 Frosty C2 .24,0A:00:3E:25:56:D0,10.3.32.24,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,26
3032 Frosty C2 .23,0A:00:3E:24:1B:F6,10.3.32.23,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,26
3032 Frosty C2 .22,0A:00:3E:25:39:AC,10.3.32.22,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,26
3032 Frosty C2 .21,0A:00:3E:25:F5:53,10.3.32.21,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,26
3032 Frosty UPS,00:00:00:00:00:0A,10.3.32.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,26
3032 Frosty AF5x .131,06:18:D6:E3:4C:71,10.3.32.131,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,26
3032 Frosty AF5x .130,82:2A:A8:CE:1F:6A,10.3.32.130,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,26
3032 Frosty Netonix .12,00:00:00:00:00:0A,10.3.32.12,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,26
3032 Frosty Netonix .11,00:00:00:00:00:0A,10.3.32.11,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,26
3003 Twin Oaks C9 .95,0A:00:3E:90:62:C8,10.3.3.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,8
3003 Twin Oaks C9 .94,0A:00:3E:90:CE:F0,10.3.3.94,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,8
3003 Twin Oaks C9 .93,0A:00:3E:91:B9:EC,10.3.3.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,8
3003 Twin Oaks PBEM5 .59,44:D9:E7:B3:C5:6B,10.3.3.59,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,8
3003 Twin Oaks RM5 .56,44:D9:E7:25:03:96,10.3.3.56,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,8
3003 Twin Oaks NBM5 .55,68:72:51:31:E3:15,10.3.3.55,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,8
3003 Twin Oaks RM5 .53,04:18:D6:C7:16:6E,10.3.3.53,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,8
3003 Twin Oaks RM5 .51,44:D9:E7:2F:FC:4A,10.3.3.51,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,8
3003 Twin Oaks C5 .50,0A:00:3E:03:6A:82,10.3.3.50,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,8
3003 Twin Oaks SiteMonitor,00:00:00:00:00:0A,10.3.3.12,Sync Timing,PacketFlux SiteMonitor,,ICMP and SNMP,!highspeed,2,8
3003 Twin Oaks CMM,00:00:00:00:00:0A,10.3.3.10,Sync Timing,Cambium CMM,,ICMP and SNMP,!highspeed,2,8
3025 Rogersville C9 .97,0A:00:3E:95:9F:ED,10.3.25.97,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,34
3025 Rogersville C9 .96,0A:00:3E:92:7F:7E,10.3.25.96,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,34
3025 Rogersville C9 .95,0A:00:3E:92:55:14,10.3.25.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,34
3025 Rogersville C9 .94,0A:00:3E:92:5D:B9,10.3.25.94,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,34
3025 Rogersville C9 .93,0A:00:3E:91:58:67,10.3.25.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,34
3025 Rogersville C9 .92,0A:00:3E:91:F8:77,10.3.25.92,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,34
3025 Rogersville C9 .91,0A:00:3E:91:91:6B,10.3.25.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,34
3025 Rogersville C5 .59,0A:00:3E:04:C8:27,10.3.25.59,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,34
3025 Rogersville RM5 .55,44:D9:E7:C1:13:EA,10.3.25.55,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,34
3025 Rogersville RM5 .53,04:18:D6:E5:78:DD,10.3.25.53,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,34
3025 Rogersville RM5 .51,80:2A:A8:6D:C1:E7,10.3.25.51,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,34
3025 Rogersville C5 .50,0A:00:3E:04:0C:52,10.3.25.50,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,34
3025 Rogersville RTR,00:00:00:00:00:0A,10.3.25.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,34
3025 Rogersville UPS,00:00:00:00:00:0A,10.3.25.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,34
3025 Rogersville CMM,00:00:00:00:00:0A,10.3.25.11,Sync Timing,Cambium CMM,,ICMP and SNMP,!highspeed,2,34
3025 Rogersville CMM,00:00:00:00:00:0A,10.3.25.10,Sync Timing,Cambium CMM,,ICMP and SNMP,!highspeed,2,34
3024 Mansfield C9 .90,0A:00:3E:91:C5:D9,10.3.24.90,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,33
3024 Mansfield PBEM5 .54,44:D9:E7:C3:52:93,10.3.24.54,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,33
3024 Mansfield PBEM5 .51,80:2A:A8:73:0E:B5,10.3.24.51,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,33
3024 Mansfield RTR,00:00:00:00:00:0A,10.3.24.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,33
3024 Mansfield C2 .20,0A:00:3E:25:3A:9C,10.3.24.20,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,33
3024 Mansfield UPS,00:00:00:00:00:0A,10.3.24.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,33
3024 Mansfield AF5x .148,06:18:D6:E3:DD:06,10.3.24.148,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,33
3024 Mansfield NSM365 .139,68:72:51:0D:5F:05,10.3.24.139,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,33
3024 Mansfield C5 .131,0A:00:3E:38:4C:5F,10.3.24.131,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,33
3024 Mansfield C5 .130,0A:00:3E:38:74:85,10.3.24.130,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,33
3024 Mansfield SiteMonitor,00:00:00:00:00:0A,10.3.24.10,Sync Timing,PacketFlux SiteMonitor,,ICMP and SNMP,!highspeed,2,33
3023 Mtn Grove C9 .96,0A:00:3E:93:03:1F,10.3.23.96,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,32
3023 Mtn Grove C9 .95,0A:00:3E:94:1C:6E,10.3.23.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,32
3023 Mtn Grove C9 .94,0A:00:3E:90:5D:B3,10.3.23.94,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,32
3023 Mtn Grove C9 .93,0A:00:3E:9D:1F:E2,10.3.23.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,32
3023 Mtn Grove C9 .92,0A:00:3E:91:DB:FD,10.3.23.92,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,32
3023 Mtn Grove C9 .91,0A:00:3E:92:1B:91,10.3.23.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,32
3023 Mtn Grove PBEM5 .52,80:2A:A8:27:BD:A0,10.3.23.52,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,32
3023 Mtn Grove RM365 .30,68:72:51:43:7B:64,10.3.23.30,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,32
3023 Mtn Grove C2 .26,0A:00:3E:25:29:A2,10.3.23.26,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,32
3023 Mtn Grove RTR,00:00:00:00:00:0A,10.3.23.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,32
3023 Mtn Grove C2 .24,0A:00:3E:23:A2:27,10.3.23.24,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,32
3023 Mtn Grove C2 .20,0A:00:3E:25:AC:E0,10.3.23.20,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,32
3023 Mtn Grove UPS,00:00:00:00:00:0A,10.3.23.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,32
3023 Mtn Grove SiteMonitor,00:00:00:00:00:0A,10.3.23.11,Sync Timing,PacketFlux SiteMonitor,,ICMP and SNMP,!highspeed,2,32
3023 Mtn Grove NSM365 .106,68:72:51:6D:F6:DE,10.3.23.106,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,32
3023 Mtn Grove PBEM2 .105,80:2A:A8:F9:A8:0F,10.3.23.105,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,32
3022 Ava C9 .96,0A:00:3E:94:9B:5D,10.3.22.96,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,31
3022 Ava C9 .95,0A:00:3E:92:FC:50,10.3.22.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,31
3022 Ava C9 .93,0A:00:3E:94:C7:B2,10.3.22.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,31
3022 Ava C9 .92,0A:00:3E:95:BE:CF,10.3.22.92,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,31
3022 Ava C9 .91,0A:00:3E:92:C9:BB,10.3.22.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,31
3022 Ava PBEM5 .55,44:D9:E7:D1:F2:E6,10.3.22.55,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,31
3022 Ava RM5 .50,F0:9F:C2:55:E8:14,10.3.22.50,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,31
3022 Ava C2 .20,0A:00:3E:26:53:41,10.3.22.20,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,31
3022 Ava UPS,00:00:00:00:00:0A,10.3.22.15,UPS,DuraComm RMCU UPS,,ICMP and SNMP,!highspeed,2,31
3022 Ava Netonix .12,00:00:00:00:00:0A,10.3.22.12,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,31
3022 Ava Netonix .11,00:00:00:00:00:0A,10.3.22.11,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,31
3002 Olga NSM5 .54,80:2A:A8:BB:4A:D4,10.3.2.54,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,256
3002 Olga RTR,00:00:00:00:00:0A,10.3.2.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,256
3002 Olga RM2 .21,68:72:51:45:CA:0C,10.3.2.21,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,256
3002 Olga PBEM5 .131,80:2A:A8:B1:FD:73,10.3.2.131,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,256
3002 Olga Netonix .10,00:00:00:00:00:0A,10.3.2.10,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,256
3180 Ava Hwy 76 C9+ .94,0A:00:3E:45:90:DB,10.3.180.94,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,250
3180 Ava Hwy 76 C9+ .93,0A:00:3E:45:90:96,10.3.180.93,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,250
3180 Ava Hwy 76 C9+ .92,0A:00:3E:45:90:CE,10.3.180.92,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,250
3180 Ava Hwy 76 C9+ .91,0A:00:3E:45:90:E0,10.3.180.91,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,250
3180 Ava Hwy 76 PBEM5 .59,80:2A:A8:E5:29:24,10.3.180.59,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,250
3180 Ava Hwy 76 CE2 .24,00:04:56:CA:7C:EF,10.3.180.24,Access Point,Cambium ePMP 2.4GHz AP,,ICMP and SNMP,_highspeed,2,250
3180 Ava Hwy 76 CE2 .23,00:04:56:CA:7D:05,10.3.180.23,Access Point,Cambium ePMP 2.4GHz AP,,ICMP and SNMP,_highspeed,2,250
3180 Ava Hwy 76 CE2 .22,00:04:56:CA:7D:E1,10.3.180.22,Access Point,Cambium ePMP 2.4GHz AP,,ICMP and SNMP,_highspeed,2,250
3180 Ava Hwy 76 CE2 .21,00:04:56:C9:CA:25,10.3.180.21,Access Point,Cambium ePMP 2.4GHz AP,,ICMP and SNMP,_highspeed,2,250
3180 Ava Hwy 76 UPS,00:00:00:00:00:0A,10.3.180.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,250
3180 Ava Hwy 76 AF24 .131,82:2A:A8:CF:10:F8,10.3.180.131,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,250
3180 Ava Hwy 76 AF24 .130,82:2A:A8:CF:11:10,10.3.180.130,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,250
3180 Ava Hwy 76 Netonix .10,00:00:00:00:00:0A,10.3.180.10,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,250
3177 Shoe Factory C9+ .94,0A:00:3E:45:8B:5B,10.3.177.94,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,238
3177 Shoe Factory C9+ .93,0A:00:3E:45:89:60,10.3.177.93,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,238
3177 Shoe Factory C9+ .92,0A:00:3E:45:8D:2C,10.3.177.92,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,238
3177 Shoe Factory C9+ .91,0A:00:3E:45:89:A7,10.3.177.91,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,238
3177 Shoe Factory RTR,00:00:00:00:00:0A,10.3.177.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,238
3177 Shoe Factory CE2 .24,00:04:56:CA:7C:F7,10.3.177.24,Access Point,Cambium ePMP 2.4GHz AP,,ICMP and SNMP,_highspeed,2,238
3177 Shoe Factory CE2 .23,00:04:56:CA:7E:C5,10.3.177.23,Access Point,Cambium ePMP 2.4GHz AP,,ICMP and SNMP,_highspeed,2,238
3177 Shoe Factory CE2 .22,00:04:56:CA:7C:F5,10.3.177.22,Access Point,Cambium ePMP 2.4GHz AP,,ICMP and SNMP,_highspeed,2,238
3177 Shoe Factory CE2 .21,00:04:56:CA:7F:33,10.3.177.21,Access Point,Cambium ePMP 2.4GHz AP,,ICMP and SNMP,_highspeed,2,238
3177 Shoe Factory UPS,00:00:00:00:00:0A,10.3.177.15,UPS,DuraComm RMCU UPS,,ICMP and SNMP,!highspeed,2,238
3177 Shoe Factory AF5x .131,06:18:D6:E3:2B:2D,10.3.177.131,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,238
3177 Shoe Factory AF5x .130,06:18:D6:E3:B9:7C,10.3.177.130,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,238
3177 Shoe Factory Netonix .10,00:00:00:00:00:0A,10.3.177.10,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,238
3017 Race Track RM5 .50,00:27:22:CB:A7:FB,10.3.17.50,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,254
3017 Race Track RTR,00:00:00:00:00:0A,10.3.17.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,254
3017 Race Track UPS,00:00:00:00:00:0A,10.3.17.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,254
3017 Race Track PBEM5 .131,44:D9:E7:B3:C6:24,10.3.17.131,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,254
3017 Race Track PBEM5 .130,80:2A:A8:AB:9A:DB,10.3.17.130,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,254
3017 Race Track Netonix .10,00:00:00:00:00:0A,10.3.17.10,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,254
3164 Ava SW C9+ .94,0A:00:3E:45:88:F1,10.3.164.94,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,237
3164 Ava SW C9+ .93,0A:00:3E:45:89:67,10.3.164.93,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,237
3164 Ava SW C9+ .92,0A:00:3E:45:89:68,10.3.164.92,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,237
3164 Ava SW C9+ .91,0A:00:3E:45:88:77,10.3.164.91,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,237
